V12,V23,V36,V70,V94,V121,V142,V173,V209,V312,V317,V341,V361,V378,V527,V576,V737,V743,V975,V1090,V1093,V1132,V1134,V1170,V1269,V1294,V1325,V1378,V1407,V1448,V1530,V1602,V1615,V1620,V1630,V1657,V1664,V1679,V1709,V1791,V1806,V1959,V2038,V2075,V2120,V2147,V2161,V2231,V2242,V2272,V2291,V2292,V2341,V2361,V2446,V2468,V2545,V2554,V2613,V2664,V2674,V2675,V2733,V2747,V2769,V2831,V2845,V2878,V2917,V2932,V2999,V3065,V3071,V3073,V3077,V3081,V3084,V3232,V3245,V3260,V3421,V3423,V3442,V3571,V3578,V3579,V3606,V3620,V3652,V3730,V3800,V3818,V3841,V3943,V3993,V4043,V4088,V4171,V4239,V4296,__target__
0.0,0.0,0.0,0.0,0.6114,1.7073,0.0017886,0.0,0.56795,0.83536,0.0,0.47027,1.6216,0.56933,0.39025,0.0,1.7743,0.0,0.13364,0.0,0.8183,0.0,0.0,0.0,0.0,0.065714,0.0,0.2636,0.0,0.0063444,0.0,0.022893,0.0,0.9296,0.0,0.50687,0.0,0.25313,0.0,0.3012,1.0923,0.58504,0.01831,0.0,0.66773,0.0,1.9155,0.59709,0.0,1.169,0.33716,0.0,0.0,1.5275,0.1486,0.0,0.062603,0.0,0.0,1.8555,0.0,0.0,0.14172,0.0,0.19755,0.0,1.603,0.089128,0.093219,0.0,0.0,0.0,0.0,0.0,0.88262,1.0586,1.234,0.0,0.086025,0.0,0.0,0.0,0.81433,0.0,0.0,1.7383,0.5553,0.0,0.0,0.0,0.0,0.91725,0.45633,0.0,0.0,0.088722,0.0,-0.03556,-0.18955,0.22725,0
0.0,0.0,0.4248,0.0,0.10626,0.027228,0.0,0.30132,0.021174,0.87482,0.0,0.0,0.0,0.0,2.0265,0.0,0.18251,0.72126,0.69617,0.0,0.0,0.0,0.0,0.273,0.0,1.5876,0.0,0.024783,0.0,0.0,0.53093,0.010537,0.0,1.0641,0.0,0.25635,0.63544,0.0021016,0.0,0.0,2.1997,0.29376,0.0016586,0.13074,2.2994,0.014643,0.0,1.8935,0.0,0.0,0.41458,0.032692,0.6675,0.70545,0.0,0.1596,0.69173,0.0,0.48426,3.6338,0.0,0.0,0.0,0.022864,0.0,0.18663,0.75325,0.48844,0.0,1.6541,0.0,0.0,0.0,0.0,0.076892,1.9317,0.0,0.0,1.2334,0.87163,1.7109,0.0,0.7458,0.08204,0.30946,0.088063,0.0,0.0,0.22818,0.0,0.84197,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,-0.045442,0.34697,0
0.25404,0.0,0.0,0.0,0.44755,0.41488,0.0018676,0.02909,0.0,0.77486,0.0,1.3287,0.10969,2.7485,2.4442,0.10371,0.0,0.0,0.0,3.7396,0.0,0.99506,0.32895,0.27766,0.0,0.0086222,0.0,0.0,0.0,1.445,0.95948,0.38087,0.0,0.071924,0.0,0.12204,0.0,0.0,0.0,0.033673,0.0,2.2337,0.0,0.0,0.0,0.0,0.30793,0.0,1.4662,0.0,0.0,0.0,1.8301,0.0,0.0,0.0,0.12559,0.0,0.10547,0.0,0.0,0.0,0.60179,0.0,0.060166,0.27624,0.98426,0.0,0.0,0.0,0.049613,0.54656,0.0,1.6632,0.31023,1.1509,0.0,6.1832,0.11024,0.0,0.0,0.0,1.0771,0.0,0.0,0.14946,1.409,0.0,0.0,0.10212,0.0,1.7139,1.6709,1.7882,0.0,0.16217,2.93,-0.16806,-0.42233,0.45942,0
0.80782,0.33899,0.0,0.0,1.0713,0.0,0.0,1.1927,1.9944,0.36096,0.82432,0.0,0.40019,0.020478,0.092866,0.0,2.7822,0.0,0.80384,0.0,2.2907,0.0,0.0,0.073582,0.0,0.60504,0.0,1.9583,0.0,0.0,0.0,0.0,0.0,0.0050661,0.0,0.43457,0.044285,0.1834,0.0,0.0,1.6052,0.45292,0.0,0.0,0.79322,0.0,1.7972,1.8701,1.0996,2.0773,0.0,0.0,0.0,3.358,1.087,0.46705,2.5972,0.0,0.476,1.8822,0.0,0.0,0.13175,0.0,0.0,0.0,0.0,0.032266,0.034395,0.0,0.0,2.8133,0.0,0.0,0.0,0.66197,0.0,0.0,0.33415,0.0,0.005713,0.0,0.12404,0.0090004,0.10323,0.17945,0.051288,0.0,0.0049721,0.0,0.31718,0.0,0.0,0.0,0.030892,0.0,0.0,0.03945,-0.24008,0.21066,0
0.0,0.0,0.0,0.25784,0.0,2.3873,0.038036,0.031447,0.26313,0.16514,0.0,2.254,0.83138,0.0,0.0,0.0,0.0,0.011725,0.0,0.087862,0.0,0.37167,2.1245,0.10904,0.8732,0.0,0.0,0.011105,0.0,0.0,0.0,1.7891,0.0,0.068683,0.0,0.76752,0.0,0.032395,0.0,0.0,0.0,2.8012,0.023341,0.0,0.0,0.82818,0.0,0.0,3.6515,0.082676,0.0,3.1095,0.55663,0.0,0.11606,0.029159,0.0,0.0,0.0099955,0.0,0.037789,0.50363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34466,0.0,0.0,0.0,0.065424,0.0,0.0,0.0,0.37584,0.013731,1.0176,0.0,0.0,0.0,0.0,0.19378,0.0,0.0,0.0,0.27697,0.0,0.0,1.2318,0.6734,2.172,0.0,0.1595,1.4627,0.034785,-0.14031,-0.01286,1
0.0,0.0,0.0,0.0,0.0,0.039228,0.0,0.0,0.25432,0.0,0.016203,0.73404,0.0,0.0,1.1498,0.0,0.0,0.14784,0.0,1.3345,1.8388,0.0,0.0054244,0.83587,0.0,1.2897,0.0,0.0,0.0,0.0,0.0,2.3114,0.015127,3.4096,0.0,0.037532,0.0,0.28551,0.0,0.0,0.0,2.1943,0.0,0.0,1.7973,0.0,0.0,0.39229,0.0,0.0,0.46295,0.59025,0.0,0.18459,0.61379,0.56029,1.7779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1502,0.0,3.2524,0.0,0.0,1.1832,3.1663,0.07414,0.0,0.0,0.0,1.0199,0.0,0.094746,0.0,0.0,0.0,0.0,0.0,0.35234,0.0,0.1977,0.089557,0.0,0.0,1.2927,2.4125,2.3312,6.5385,0.0,0.0,0.0,2.7878,0.050706,-0.2097,0.11767,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8187,3.0278,0.0,2.5633,1.6232,4.1928,0.66502,0.0,6.2407,0.0,0.0,0.0,0.0,0.01054,0.0,0.67307,0.0,0.0,0.0,3.1389,0.0,0.0,0.076987,0.0,0.0,0.0,0.0,1.5744,0.0,2.9252,0.0,0.0,0.0,3.5209,0.13989,0.0,3.1155,0.0,0.0,0.90443,0.050393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87252,0.0,0.0,0.18634,0.0,0.0,0.0,0.033023,2.2503,0.16168,1.0861,0.0,0.0,0.55372,0.0,0.17189,0.0,0.0,0.0,1.4537,0.35921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047,0.0,0.0,0.0,0.22611,0.0,0.026859,0.0,4.4973,0.0,0.020602,0.0,-0.29364,-0.021971,0.29969,0
0.0,0.18943,0.0,0.0,0.0060804,1.39,0.23435,0.13136,0.0,0.0085269,0.0,0.15314,0.71034,0.0,0.1647,0.0,2.7777,0.0,0.0,0.1069,0.87865,0.0,0.0,0.0,0.0,0.011587,0.0,0.0,0.0,0.0059909,0.0,0.93932,0.0054218,2.1222,0.0,0.22592,0.0,0.0,0.0,0.0,1.3493,2.6985,0.0,0.0,1.0835,0.0,0.96253,0.0,0.0,0.0056053,1.8623,0.0,0.0,0.72857,0.0,0.0,0.0,0.0,0.0,0.4076,0.0,0.0,0.0,0.0,0.0,0.0,0.70181,0.0,0.17052,0.16786,0.0,0.10097,0.0,0.0,0.67069,0.0,0.37479,0.0,0.0092436,0.0,2.2492,0.0,0.05138,0.0,0.0,1.7777,0.96983,0.0,0.25941,0.0,1.4667,0.0,0.4468,0.0,0.0,0.0,0.013286,-0.30267,0.16685,-0.28866,0
0.0,0.0,0.0,0.0,0.37663,1.0478,0.0,0.0,0.0,0.66363,0.063661,1.4501,1.1049,3.6991,3.6261,0.0,0.0,0.0,0.0,0.97871,0.56533,2.7307,0.077952,1.0266,0.74628,0.0388,0.0,1.6926,0.0,0.0,2.095,0.0,0.43728,0.0,0.0,0.37659,0.0,0.0,0.79272,0.0,0.060458,2.3608,0.0,0.0,0.0,0.0,1.9309,0.082097,0.49779,0.097353,2.3886,0.0,0.3509,0.0,0.0058994,0.0,0.0,0.0,0.082609,1.0555,0.0,0.0,0.0,0.0,2.0418,0.33512,0.0,0.0,0.0,0.0,0.27747,1.0578,0.0,0.0,0.31681,1.6468,0.0,1.5431,0.044979,0.0,1.9174,0.0,0.0,0.0,0.0,1.1196,1.5469,0.0,0.0,0.31211,0.74547,1.4148,0.17444,0.37838,0.0,1.9442,0.3175,0.016981,0.033303,0.29137,0
0.0,0.055073,0.0,0.0,1.2689,0.92833,0.0,0.54864,0.016141,1.863,0.23379,0.18822,1.1135,0.0,0.55517,0.0,1.3203,0.0,0.80802,0.64691,0.10018,0.0,0.022891,0.10132,0.0,1.6751,0.0,0.71323,0.0,0.0,0.0,0.04849,0.0,0.10534,0.0,0.90933,0.069399,0.38434,0.0,0.14262,2.0672,1.8063,0.0,0.0,2.074,0.0,1.7572,0.63587,0.32096,0.41407,0.083138,0.072766,0.28798,0.93533,0.10322,0.0,0.00282,0.0,0.13958,2.698,0.0274,0.0,0.024366,0.0,0.13555,0.52541,0.050719,0.012623,0.021437,1.2053,0.0,0.26649,0.0,0.0,1.074,3.2711,0.0,0.0,1.747,0.0,2.441,0.0,0.82826,1.0098,0.0,0.0,0.82305,0.0,0.83564,0.49804,0.19901,0.10553,0.55472,0.0,0.0,0.0,0.047658,0.042734,-0.006348,-0.016854,0
0.0,0.018009,0.65052,0.0,0.0,0.96813,0.0,0.0,0.0,2.6953,0.0,1.0534,0.10708,0.089595,0.63837,0.0,2.4408,0.071009,0.031733,2.5224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37037,0.0,0.0063967,4.2603,1.5567,0.0,0.0,0.0,0.75957,0.0043506,0.0,0.0,0.10288,0.0,2.6831,0.58607,0.0,0.30845,0.0,0.0,0.0,0.0,0.10504,2.6461,0.11854,0.0,0.0,0.0,0.0,0.0,0.045538,0.0,0.0,0.0,0.081751,1.157,0.0,0.0,0.36023,0.0,0.0,0.53527,0.0,0.0,0.0,0.0,1.156,0.0,0.024472,0.044932,4.194,1.2358,0.0,0.66327,0.0,1.3775,0.20689,0.0,4.2209,0.0,0.0,0.14902,0.96918,0.0,1.1753,0.0,0.65059,0.0,0.0,1.2924,0.009842,-0.51883,0.12924,0
0.0,0.0,0.44642,0.0,0.0,0.0,0.35383,0.76228,0.60547,0.37686,0.0,0.0,1.6182,0.0,0.010295,0.0,0.0,1.5956,0.40998,0.0,0.75998,2.4787,0.25345,0.51867,0.0,0.0,0.0,3.2245,0.0,0.1256,0.6282,0.70808,0.0,0.0,0.0,0.62915,0.57285,0.62617,0.0,0.0,0.041468,1.2766,1.0462,0.0,1.5412,1.9396,0.0,0.087751,0.24539,0.0,0.2028,2.0692,0.014582,0.13723,0.28537,0.73435,1.0495,0.0,0.0,0.79011,0.05786,0.17963,0.10857,0.168,0.10684,0.32846,0.69141,0.24018,0.11269,1.0816,0.88662,0.70949,0.0,0.0,0.0,1.0703,0.42979,0.0,0.40803,1.2624,0.13722,0.13848,3.1694,0.34757,0.82925,0.64463,2.4435,0.63919,0.0,1.4313,0.28432,0.071909,1.128,0.67468,0.0,0.2518,0.0,-0.086,0.38095,-0.22373,0
0.0,0.22397,0.0,0.0,0.0,0.52345,2.8689,0.0,0.98379,3.4101,1.1136,0.10664,0.12965,0.0,0.063001,0.031297,1.0032,0.0,0.037489,0.37004,4.0282,0.0,0.46218,0.38245,0.0,0.0,0.0,0.45884,0.0,0.0,0.085012,0.0,0.0,1.3903,0.0,0.13549,0.20648,0.16202,0.0,0.0,2.8107,0.0,0.82442,0.0,2.007,0.018832,0.2585,0.7631,0.16791,1.1632,0.0,0.0,0.0,2.1984,0.0,0.0,0.0,0.0,0.0,0.16889,0.019223,0.0,0.84931,0.0,1.1196,0.3474,0.0,0.0,0.0,2.1956,0.0,3.7834,0.0,0.0,0.0,0.16876,0.0,0.1749,0.0,0.0,0.04199,0.045597,0.0,0.32054,0.0,0.29266,1.2846,0.69063,0.13614,1.5574,0.91387,0.0,0.093559,0.0,0.22139,0.0,0.0,0.13691,-0.081768,0.20489,0
0.0,0.0,0.0,0.0,0.0,2.2373,0.0242,0.16467,0.0,0.0,0.19669,1.5766,0.023183,2.694,2.2124,0.10095,0.0,0.0,0.0,0.37232,0.74793,0.63996,0.18526,0.0,0.0088981,1.4477,0.0,1.0026,0.0,0.0,1.329,0.0,0.68124,0.096263,0.0,0.0,0.0,0.0,0.23141,0.0,0.056092,0.10886,0.0,0.0,0.32117,0.0,0.0,0.0775,0.0,0.0093816,0.64609,0.0,0.58921,0.066197,0.0,0.0,0.0,0.0,0.0,2.0783,0.0,0.0,0.68384,0.0,2.8442,0.0,0.10658,0.0,0.0,0.093195,1.3424,0.27776,0.0,0.0,0.0,2.4488,0.0,1.1266,0.0,0.0,2.7758,0.0,1.7373,0.0,0.0,0.0,0.97089,0.0,0.31596,0.0,2.8583,0.0,0.32076,0.0,0.0,0.01528,0.7877,0.060151,-0.28231,0.21269,1
0.4584,1.315,0.83452,0.089548,0.0,0.0025218,0.99871,1.1378,0.0,0.0,0.0,0.0,0.0,0.0,0.7818,2.8305,0.0,1.2232,0.0,1.2237,0.0,0.64231,0.094843,0.18186,0.64041,0.039329,0.0,0.64006,0.08203,0.0,1.1016,0.0,2.4076,1.7437,0.41617,0.63953,0.0,0.0,0.0042765,0.022063,1.1851,0.061052,0.90511,0.069742,0.0088382,3.1855,0.012393,0.14524,0.0,0.0,1.9751,0.20988,0.0,0.0,1.7424,0.2708,0.11775,0.0,0.0,0.14349,0.080275,1.7107,0.0,0.0,0.0,0.056891,0.0,0.0,0.61448,2.1961,2.328,0.0,0.0,0.0,0.0,0.81571,0.0,0.0,0.98973,0.65765,0.037401,0.0,0.82611,0.42658,0.81366,1.1688,0.27682,1.8097,0.0,0.90808,0.0,0.0,0.19148,0.0,0.0,0.14546,0.0,0.49991,-0.30928,0.40083,0
0.0,0.0,0.0,0.079764,0.65298,1.4745,0.50701,0.0059796,0.84708,0.87072,0.0,0.0,0.20095,0.21731,0.16968,0.0,4.7209,0.0,0.0,1.1988,0.10938,0.0,0.024441,0.0,0.00065119,0.0,0.0,0.71828,0.041346,0.0,0.0,0.67478,0.0,0.0,0.0,0.015978,0.22962,0.022732,0.0,0.0,0.2914,2.4153,0.0,0.0,0.3051,0.0,2.2733,1.3379,0.0,1.5362,0.0,0.0061307,1.5546,3.8998,0.27991,0.21681,0.23463,0.0,0.0,0.29947,0.0,0.31828,0.16459,0.0,0.0,0.0,0.0,0.13386,0.0,0.23214,0.0,2.2544,0.0,0.0,0.0,0.20656,0.19457,0.0,0.073211,0.0,0.0,0.0,0.10498,0.0,0.0,0.14641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.070304,-0.012338,0.18038,1
0.0,0.13836,0.0,0.0,0.28543,0.52949,0.0,0.0,0.048213,0.0,0.21808,2.5875,0.22007,2.1626,0.86564,0.26118,0.0,0.0,0.02066,4.2646,1.9012,0.73746,0.87794,0.0,0.0,0.0,0.0,1.6669,0.0,0.0,0.28261,0.72502,0.0,0.23193,0.0,0.0,0.0,0.74312,2.4085,0.0,0.0,1.8763,0.0,0.0,0.034305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86317,0.0,0.0,0.0,0.042003,0.0,0.0078327,0.0,0.0,0.0,0.26821,0.0,0.34261,0.0,0.028438,1.7148,3.5585,0.67747,0.0,0.0,0.11148,1.6445,0.77085,0.26686,0.0,0.0,0.0019894,0.0,0.0,0.18264,0.3018,0.0,0.95668,0.0,0.0,0.4569,4.4468,1.5234,2.6667,1.6519,0.0,0.23262,0.022391,-0.56447,0.1536,0.18219,1
0.17114,0.0,2.9276,0.0,0.032412,0.11741,0.0,0.96597,0.092196,0.56742,0.27453,0.0,0.0,0.0,0.037888,0.0,0.0,1.8586,0.026662,0.0,0.0,0.35177,0.013769,0.47572,0.012234,0.80991,0.0,0.17695,0.0,0.33754,0.87377,0.57074,0.22728,0.57425,0.0,0.11729,0.44138,0.089435,0.022196,0.0,0.068268,0.22098,0.7015,0.0,0.37245,0.41071,0.0,0.0,0.014913,0.0,1.5718,0.76732,1.1581,0.0,1.1052,0.26647,1.2047,0.0,0.0,0.69313,0.0,0.55147,0.0,1.432,1.2537,0.52598,0.0,0.0,0.078551,0.0,1.603,0.06996,0.0,0.02449,0.13354,0.0,0.0,0.037368,0.34192,0.20747,0.61007,0.036726,2.238,2.7802,0.15432,0.90877,1.4544,0.0079272,0.45862,1.2308,0.1988,0.79558,1.0247,0.32758,0.0,0.019523,0.0,-0.22316,-0.068471,0.44098,0
