lineNo,assgNo,P1stFixation,P2stFixation,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,nextWordRegress,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,__target__
4066.0,130.0,1,1,139.0,239.0,239.0,139.0,236.1573,278.2175,286.2953,57.0811,51.3079,179.0,179.0,0.0,0,0.0,0.1611,0.4321,0.0165,6,1,0
2913.0,89.0,1,1,120.0,20.0,20.0,179.0,850.245,973.2801,217.8073,1010.9457,1002.499,20.0,20.0,0.0,0,0.0,0.7642,0.9212,0.003,4,2,0
10577.0,324.0,1,1,99.0,199.0,199.0,139.0,77.666,132.2365,53.4883,36.4589,36.4177,239.0,239.0,139.0,0,0.0,0.0837,0.1637,0.0416,1,2,1
9291.0,289.0,0,1,119.0,139.0,139.0,100.0,222.3241,226.6787,198.0631,28.7837,23.2594,139.0,139.0,0.0,0,278.0,0.1557,0.2842,0.0067,7,4,1
3513.0,108.0,1,1,159.0,179.0,179.0,99.0,101.6673,460.2969,133.2066,42.8077,44.7353,179.0,179.0,577.0,0,0.0,0.1548,0.3008,0.0344,9,1,1
10206.0,311.0,1,1,119.0,238.0,357.0,99.0,521.8537,9.1924,561.8977,45.6508,105.9174,357.0,178.5,0.0,0,0.0,0.3012,0.1277,0.0448,2,1,1
450.0,14.0,1,1,259.0,219.0,219.0,298.0,220.6451,98.7142,178.0028,40.6602,32.9014,219.0,219.0,298.0,0,0.0,0.0143,0.0823,0.0258,1,7,0
2278.0,73.0,0,1,219.0,239.0,239.0,219.0,401.4776,975.1833,463.0011,64.5174,955.6627,418.0,209.0,0.0,1,279.0,2.1322,0.6492,0.0258,3,2,1
7087.0,215.0,1,0,80.0,80.0,80.0,199.0,153.4829,354.4929,108.9082,82.0549,89.7733,80.0,80.0,0.0,0,0.0,0.1268,0.4063,0.0144,7,4,0
2104.0,66.0,1,1,258.0,99.0,99.0,80.0,97.3242,217.7918,108.4066,35.7246,35.9235,159.0,159.0,279.0,0,418.0,0.0999,0.1649,0.0159,3,1,1
6153.0,181.0,1,0,139.0,139.0,139.0,219.0,50.4505,114.0702,21.095,46.5242,38.9166,139.0,139.0,0.0,0,0.0,0.1211,0.3716,0.0163,7,2,1
3738.0,118.0,1,0,139.0,99.0,99.0,119.0,144.8491,209.571,82.4621,63.4133,79.0728,99.0,99.0,0.0,0,0.0,0.2053,0.4338,0.0308,4,2,1
9722.0,299.0,1,0,199.0,139.0,139.0,100.0,270.4741,42.45,323.946,65.622,91.9035,139.0,139.0,0.0,0,0.0,0.2395,0.3455,0.0301,8,1,1
1438.0,44.0,1,1,99.0,139.0,139.0,99.0,92.5054,111.0281,85.7555,41.8629,33.2415,139.0,139.0,0.0,1,1032.0,0.1476,0.2076,0.0093,6,1,1
9275.0,289.0,1,1,219.0,199.0,358.0,139.0,126.7764,96.2549,159.7655,41.7433,33.9485,298.0,298.0,12364.0,0,2640.0,0.1792,0.2092,0.0144,3,2,1
1949.0,61.0,0,1,119.0,119.0,119.0,99.0,503.2974,98.8243,496.1391,2.6926,9.5131,119.0,119.0,0.0,0,0.0,0.1379,0.0969,0.0096,8,4,1
8236.0,256.0,1,0,99.0,99.0,99.0,179.0,169.3259,81.5751,157.156,18.7883,11.8533,99.0,99.0,0.0,0,198.0,0.2319,0.3344,0.0085,10,4,0
2105.0,66.0,0,0,139.0,239.0,239.0,99.0,217.7918,184.954,171.8139,126.5948,130.4186,199.0,199.0,299.0,1,279.0,0.1224,0.1649,0.0199,1,1,0
7651.0,236.0,0,1,258.0,80.0,279.0,199.0,87.6727,724.0451,40.8044,64.5155,64.7012,279.0,139.5,0.0,0,0.0,0.2616,0.2326,0.028,1,5,1
1730.0,54.0,1,0,139.0,99.0,338.0,99.0,613.3574,170.0,716.1899,102.5195,101.5308,338.0,169.0,0.0,0,338.0,0.2758,0.1538,0.0558,5,1,1
555.0,18.0,1,0,119.0,100.0,100.0,259.0,156.0032,536.1,48.0833,107.8483,95.6308,100.0,100.0,0.0,0,0.0,0.0213,0.0853,0.0165,1,5,0
3822.0,122.0,1,0,179.0,139.0,278.0,119.0,210.6899,73.7462,256.9085,52.5856,56.5796,278.0,139.0,0.0,0,0.0,0.2143,0.2633,0.0494,4,1,1
1632.0,50.0,1,0,219.0,318.0,318.0,119.0,151.4001,200.4507,82.3772,69.1231,81.5414,318.0,318.0,0.0,0,0.0,0.0446,0.1491,0.0727,6,3,0
4814.0,148.0,1,0,179.0,80.0,80.0,139.0,266.77,342.2663,214.2825,52.469,60.1519,80.0,80.0,0.0,0,0.0,0.1621,0.2586,0.0046,7,3,1
1102.0,33.0,1,0,238.0,259.0,259.0,199.0,150.5075,160.0195,126.1428,24.3824,30.0042,259.0,259.0,0.0,0,1036.0,0.0079,0.1694,0.0339,3,3,1
5108.0,155.0,1,1,139.0,358.0,358.0,159.0,197.0971,378.0245,147.6279,74.9083,91.6652,99.0,99.0,0.0,0,0.0,0.1798,0.1288,0.0089,1,1,1
3181.0,97.0,0,1,219.0,319.0,319.0,279.0,179.1382,179.0845,223.6605,81.5015,100.8588,319.0,319.0,0.0,1,0.0,-0.3409,1.7931,0.0616,3,1,1
67.0,2.0,1,0,99.0,179.0,179.0,298.0,185.1385,163.5619,39.0512,144.8189,125.1958,179.0,179.0,0.0,0,0.0,0.203,0.1995,0.0167,8,4,1
8021.0,249.0,0,1,139.0,179.0,318.0,139.0,152.0206,64.9346,106.0189,44.0454,18.2003,318.0,159.0,0.0,1,0.0,0.2288,0.1643,0.0571,6,2,0
7386.0,226.0,1,1,80.0,80.0,80.0,119.0,114.1326,246.5507,107.2054,34.5145,32.8101,80.0,80.0,1254.0,0,0.0,-0.0982,-0.0292,0.0098,3,6,1
3100.0,94.0,1,0,638.0,319.0,319.0,379.0,160.2038,198.1161,136.8211,53.9004,54.811,319.0,319.0,0.0,0,0.0,1.5631,1.1616,0.0537,3,2,1
4039.0,130.0,1,0,159.0,139.0,139.0,99.0,112.661,200.6801,53.8516,57.2189,67.8178,139.0,139.0,0.0,0,0.0,0.1576,0.2446,0.0128,7,2,1
4761.0,147.0,0,1,119.0,179.0,179.0,258.0,131.6435,52.1009,95.7706,46.3303,47.7938,179.0,179.0,496.0,0,119.0,0.5071,0.4981,0.0406,5,3,0
7698.0,237.0,1,0,199.0,139.0,139.0,199.0,209.0215,411.4903,141.7921,73.9138,80.5993,139.0,139.0,0.0,0,0.0,0.1991,0.4061,0.0714,3,4,1
941.0,28.0,1,0,199.0,179.0,179.0,219.0,149.7707,0.0,64.195,77.5145,78.1601,179.0,179.0,0.0,1,179.0,0.0039,0.0039,0.0192,1,9,1
8814.0,279.0,1,0,179.0,159.0,159.0,139.0,207.5054,283.4365,102.2595,108.0463,110.2554,159.0,159.0,139.0,0,0.0,0.0753,0.1708,0.0197,1,5,1
183.0,5.0,1,1,99.0,259.0,259.0,258.0,423.5024,382.5735,410.5423,7.1589,13.4629,298.0,298.0,0.0,1,715.0,0.0265,0.149,0.0266,2,2,1
3612.0,112.0,1,0,99.0,99.0,99.0,119.0,722.9374,165.4637,844.0646,124.0816,102.1225,99.0,99.0,0.0,0,0.0,0.3665,0.496,0.0306,3,1,0
8553.0,271.0,1,0,179.0,238.0,238.0,139.0,134.0009,396.5,56.0892,79.511,74.0068,238.0,238.0,0.0,0,0.0,0.0637,0.1212,0.0422,1,4,0
2025.0,65.0,1,0,139.0,159.0,417.0,119.0,68.4726,304.1488,58.3095,20.1556,90.0125,417.0,208.5,0.0,0,0.0,0.0954,0.0969,0.0507,1,4,0
10145.0,309.0,1,0,80.0,99.0,99.0,99.0,170.4531,44.7353,191.5881,24.3824,23.0868,99.0,99.0,99.0,0,0.0,0.3242,0.3397,0.0117,8,3,0
770.0,23.0,1,0,238.0,119.0,119.0,219.0,22.809,275.7,95.1315,69.4064,65.2763,119.0,119.0,0.0,1,119.0,0.0756,0.1351,0.0184,3,2,1
7663.0,236.0,1,0,199.0,139.0,238.0,238.0,505.5022,212.9941,723.0443,217.5529,191.579,258.0,258.0,0.0,0,258.0,0.1846,0.3791,0.0259,8,2,0
5232.0,158.0,1,0,219.0,179.0,179.0,159.0,212.5847,200.7648,180.4688,33.4701,37.1248,179.0,179.0,0.0,0,0.0,0.0863,0.1878,0.0318,2,5,1
5156.0,156.0,1,0,159.0,239.0,477.0,159.0,294.3331,229.5196,314.6633,107.8239,49.4495,477.0,238.5,0.0,0,0.0,0.0813,0.1563,0.0987,1,1,1
7845.0,241.0,1,0,219.0,159.0,159.0,179.0,75.3426,37.2726,115.434,80.5559,96.0469,159.0,159.0,0.0,0,0.0,0.2523,0.5383,0.0747,8,1,1
10312.0,315.0,1,1,258.0,139.0,139.0,159.0,159.5384,403.7118,138.6001,8.7321,10.7005,139.0,139.0,357.0,0,0.0,0.3628,0.2533,0.0185,2,2,1
5814.0,172.0,1,0,179.0,119.0,119.0,139.0,100.0312,549.4129,62.2977,56.4469,57.1424,119.0,119.0,0.0,0,0.0,0.0785,0.153,0.0261,3,5,1
5368.0,162.0,1,0,179.0,179.0,179.0,139.0,375.5163,313.0994,312.0064,68.5164,71.044,179.0,179.0,0.0,0,0.0,0.0427,0.1767,0.0224,2,3,1
10618.0,326.0,1,0,139.0,139.0,139.0,80.0,105.5616,96.7471,151.6443,83.4416,63.8318,139.0,139.0,0.0,0,0.0,0.1592,0.0267,0.0514,2,1,0
3178.0,97.0,0,0,219.0,20.0,20.0,199.0,71.528,122.549,165.0969,97.0271,91.2277,20.0,20.0,577.0,1,697.0,0.2646,0.5336,0.0039,2,2,0
8224.0,256.0,0,1,139.0,139.0,139.0,99.0,142.6482,191.6377,40.1123,103.0303,89.3155,139.0,139.0,0.0,0,0.0,0.2754,0.3804,0.0119,7,2,1
2635.0,79.0,1,0,518.0,219.0,398.0,199.0,381.147,64.5949,463.1069,77.429,86.8864,199.0,199.0,398.0,0,199.0,0.3675,0.3085,0.0211,3,1,0
2472.0,77.0,1,0,259.0,339.0,339.0,379.0,279.732,139.8231,370.1094,89.6172,61.5894,339.0,339.0,0.0,0,0.0,0.447,0.9995,0.0299,8,1,0
5007.0,153.0,0,1,219.0,259.0,259.0,159.0,341.0367,111.6121,244.0512,103.2049,99.2396,259.0,259.0,0.0,1,1015.0,0.0531,0.1056,0.0216,2,3,1
4845.0,148.0,0,1,179.0,298.0,298.0,139.0,307.0916,126.6689,249.0,62.0846,58.6046,238.0,119.0,0.0,0,238.0,0.1076,0.2141,0.0136,1,7,1
1894.0,59.0,1,0,119.0,99.0,99.0,80.0,195.829,233.0048,165.469,33.5596,36.7764,99.0,99.0,0.0,0,318.0,0.1034,0.2229,0.0304,2,2,0
2164.0,70.0,1,0,239.0,279.0,279.0,179.0,163.0008,144.105,104.6948,76.787,75.4718,279.0,279.0,0.0,0,0.0,0.4999,0.4999,0.0226,2,5,0
5478.0,164.0,1,0,99.0,99.0,99.0,119.0,69.3001,262.0305,32.5576,54.4541,41.5482,99.0,99.0,0.0,0,0.0,0.2187,0.3642,0.0084,8,5,0
8396.0,264.0,0,1,179.0,219.0,418.0,239.0,628.2653,225.0,501.6742,129.7575,65.0692,418.0,209.0,0.0,1,0.0,0.1467,0.1682,0.0943,3,5,0
10753.0,331.0,1,0,0.0,159.0,358.0,139.0,0.0,127.9932,0.0,88.1717,96.6863,358.0,179.0,0.0,0,0.0,0.1405,0.201,0.1023,1,1,1
1224.0,38.0,0,1,219.0,318.0,318.0,219.0,65.1959,105.0536,120.0708,61.0921,60.0354,139.0,139.0,696.0,1,139.0,0.0438,0.0328,0.0213,2,1,1
9154.0,287.0,1,0,239.0,238.0,238.0,99.0,283.5004,290.7275,201.1591,78.1937,92.1358,238.0,238.0,0.0,0,0.0,0.1812,0.2357,0.0243,5,3,1
6961.0,211.0,1,0,99.0,99.0,99.0,139.0,138.1774,329.6673,99.2472,38.5519,38.5649,99.0,99.0,238.0,0,0.0,0.1038,0.2988,0.0509,2,4,0
8423.0,265.0,1,0,258.0,199.0,199.0,119.0,273.5658,761.4494,243.6658,40.0562,31.9061,199.0,199.0,0.0,0,0.0,0.0642,0.4182,0.0417,2,6,1
7160.0,219.0,1,0,119.0,99.0,179.0,139.0,114.0175,167.2872,133.7946,36.6742,54.7951,179.0,89.5,0.0,0,0.0,0.0936,0.0886,0.0285,5,1,0
4945.0,150.0,1,0,219.0,278.0,278.0,159.0,199.2185,213.4391,134.5362,60.6671,71.0282,278.0,278.0,0.0,0,0.0,0.4526,0.4681,0.025,8,4,1
3409.0,104.0,1,0,0.0,139.0,139.0,239.0,0.0,142.5491,0.0,39.702,27.2809,139.0,139.0,2583.0,0,0.0,0.0843,0.3023,0.0307,5,3,1
1354.0,42.0,1,0,80.0,179.0,179.0,139.0,881.0817,120.3007,989.0005,108.0417,117.517,199.0,199.0,0.0,1,199.0,0.1567,0.1427,0.0212,6,1,1
8564.0,271.0,1,0,179.0,139.0,139.0,159.0,73.0616,75.0417,92.9139,48.9311,50.0849,139.0,139.0,0.0,0,0.0,0.3122,0.3302,0.0246,7,1,1
10426.0,318.0,0,0,99.0,80.0,80.0,139.0,112.9347,125.069,57.7062,54.5894,27.7218,80.0,80.0,715.0,1,0.0,0.1252,0.3022,0.0171,2,2,1
7737.0,239.0,1,1,139.0,159.0,159.0,219.0,365.381,102.5305,502.8608,140.5142,121.8236,159.0,159.0,0.0,0,456.0,0.2556,0.0411,0.0227,5,1,1
10631.0,327.0,1,0,0.0,278.0,278.0,199.0,0.0,82.0061,0.0,27.1017,29.4151,278.0,278.0,0.0,0,0.0,0.1392,0.1887,0.0886,2,2,1
711.0,22.0,0,1,119.0,139.0,139.0,139.0,100.6591,369.0166,98.27,3.9051,5.2202,139.0,139.0,6143.0,0,417.0,0.0771,0.0751,0.0083,6,6,1
1827.0,57.0,1,0,99.0,179.0,179.0,219.0,77.4355,57.0351,46.5296,25.318,30.5041,199.0,199.0,418.0,0,577.0,0.0238,0.1729,0.0222,3,5,0
6615.0,197.0,1,0,0.0,99.0,99.0,80.0,0.0,477.4018,0.0,25.632,19.7041,99.0,99.0,0.0,0,0.0,-0.0129,0.1191,0.0186,4,3,1
81.0,3.0,1,0,99.0,159.0,159.0,239.0,135.7765,769.5474,94.6414,40.5123,29.6522,159.0,159.0,0.0,1,0.0,0.053,0.2915,0.0281,2,7,1
5040.0,153.0,1,0,179.0,179.0,179.0,119.0,135.1758,177.2907,31.6228,98.5114,78.748,179.0,179.0,0.0,0,0.0,0.4191,0.5746,0.0149,9,6,1
8706.0,276.0,1,0,139.0,139.0,139.0,139.0,563.2238,70.066,623.0008,76.9042,65.8217,139.0,139.0,0.0,0,139.0,0.0943,0.1448,0.0244,5,2,0
9736.0,300.0,1,0,139.0,179.0,358.0,159.0,199.5157,220.348,112.4455,93.484,63.2396,358.0,179.0,0.0,0,0.0,0.0565,0.0885,0.1119,1,3,1
9836.0,303.0,0,1,99.0,119.0,119.0,179.0,217.8124,178.1011,251.8035,48.6647,60.1768,119.0,119.0,0.0,0,0.0,0.135,0.2635,0.0233,5,3,0
8821.0,279.0,1,1,159.0,179.0,179.0,139.0,684.4043,235.9158,781.7448,98.2357,110.5226,179.0,179.0,0.0,0,0.0,0.1288,0.1708,0.0222,3,1,0
557.0,18.0,1,0,259.0,159.0,159.0,219.0,121.1218,59.8415,118.5622,67.9559,68.4288,159.0,159.0,0.0,0,0.0,0.0853,0.0958,0.0262,3,1,1
5032.0,153.0,1,0,199.0,119.0,119.0,139.0,99.5038,117.031,32.8024,74.4312,74.3135,119.0,119.0,0.0,0,0.0,0.2806,0.4191,0.0099,8,6,0
1229.0,38.0,1,1,199.0,159.0,159.0,298.0,551.8066,84.5237,614.4729,62.5,69.3271,159.0,159.0,0.0,0,0.0,0.1238,0.0418,0.0244,6,1,0
847.0,25.0,0,1,219.0,179.0,179.0,99.0,277.6698,122.5,166.8113,119.3241,118.2074,179.0,179.0,0.0,0,0.0,0.1921,0.1441,0.0306,5,2,0
4314.0,135.0,1,1,80.0,199.0,199.0,199.0,105.9835,129.2604,149.9133,74.0152,70.1142,80.0,80.0,0.0,0,199.0,0.107,0.01,0.0049,7,1,0
7935.0,246.0,1,1,80.0,100.0,100.0,119.0,42.0743,161.5936,93.4345,63.0734,54.2079,139.0,139.0,0.0,0,139.0,0.0368,0.1988,0.0237,5,1,1
9734.0,300.0,1,0,0.0,199.0,199.0,139.0,0.0,364.1473,0.0,49.3964,46.4247,199.0,199.0,0.0,0,0.0,0.018,0.079,0.0622,4,3,1
947.0,29.0,1,0,159.0,119.0,119.0,80.0,106.0389,381.1263,105.7592,8.0156,6.1847,119.0,119.0,0.0,0,0.0,0.1339,0.2099,0.0407,6,3,1
1962.0,61.0,1,1,0.0,159.0,159.0,139.0,161.3459,81.9421,55.0364,110.6097,113.1868,99.0,99.0,736.0,0,419.0,0.0144,0.0979,0.008,4,4,0
4926.0,150.0,1,0,139.0,179.0,179.0,179.0,80.7233,101.4938,25.4951,61.5508,68.0018,179.0,179.0,0.0,1,179.0,0.1121,0.1211,0.0161,5,2,0
2288.0,73.0,0,1,20.0,239.0,239.0,239.0,168.6179,126.321,220.6581,73.3161,67.3573,239.0,239.0,0.0,1,239.0,0.0982,-0.3453,0.0148,5,1,1
6197.0,183.0,1,0,199.0,179.0,179.0,179.0,125.03,301.5933,123.3288,11.7047,16.0078,179.0,179.0,0.0,0,0.0,0.1536,0.1946,0.0172,1,4,0
8144.0,254.0,1,1,99.0,139.0,139.0,139.0,289.7904,54.5367,291.6248,47.7624,51.9832,139.0,139.0,0.0,0,0.0,0.1469,0.2469,0.0274,9,1,0
10106.0,308.0,1,0,139.0,159.0,159.0,100.0,175.5007,293.5273,134.1343,44.6794,45.5988,159.0,159.0,0.0,0,0.0,0.2347,0.2507,0.017,9,2,1
1862.0,58.0,1,1,179.0,139.0,139.0,159.0,129.4025,164.6853,56.5685,84.5281,89.5056,139.0,139.0,357.0,0,99.0,0.2228,0.4189,0.0211,7,2,1
8197.0,256.0,1,0,99.0,119.0,199.0,80.0,153.8059,166.5008,86.977,53.0094,66.1891,199.0,99.5,0.0,0,0.0,0.3324,0.3554,0.017,8,3,0
1995.0,63.0,1,0,0.0,179.0,179.0,179.0,0.0,35.9201,0.0,89.68,75.5811,179.0,179.0,0.0,0,0.0,0.0544,0.2334,0.17,4,1,1
7985.0,248.0,1,0,139.0,139.0,139.0,119.0,212.9941,238.0137,206.1965,19.6023,30.7002,139.0,139.0,0.0,0,0.0,0.2433,0.3283,0.019,9,6,1
1483.0,44.0,1,1,99.0,179.0,318.0,278.0,222.2639,124.8779,261.2929,48.2105,56.7186,259.0,259.0,4592.0,1,1494.0,0.2366,0.1906,0.0174,7,1,1
10925.0,336.0,1,0,219.0,219.0,219.0,119.0,69.029,165.0273,55.7136,30.3026,26.2011,139.0,139.0,417.0,0,139.0,0.283,0.473,0.0119,9,4,1
423.0,13.0,1,0,0.0,119.0,119.0,159.0,0.0,218.5006,0.0,62.0504,61.5995,119.0,119.0,0.0,0,0.0,0.0868,0.0868,0.0229,1,1,1
4471.0,137.0,1,1,259.0,258.0,258.0,139.0,151.7934,173.6102,396.4089,254.0871,236.952,179.0,179.0,4871.0,1,616.0,0.1602,0.1602,0.0223,2,4,1
6646.0,197.0,1,0,139.0,99.0,99.0,80.0,156.5966,67.4166,211.967,69.3776,58.1485,99.0,99.0,0.0,0,396.0,0.1366,0.6825,0.0186,2,1,1
3360.0,102.0,1,0,318.0,80.0,179.0,99.0,49.1757,134.0121,84.8764,110.4095,110.5045,179.0,89.5,0.0,0,0.0,-0.079,0.237,0.032,9,1,0
3053.0,93.0,1,1,160.0,279.0,279.0,279.0,94.4696,170.8106,48.0104,52.5024,50.6952,279.0,279.0,2091.0,0,219.0,0.8061,0.7736,0.0211,3,4,0
1921.0,61.0,1,0,159.0,139.0,139.0,139.0,232.6414,140.4226,280.0875,73.7835,76.9367,139.0,139.0,2566.0,0,139.0,0.0284,0.1029,0.0112,4,2,0
10192.0,310.0,0,1,179.0,179.0,179.0,159.0,424.0203,124.6966,347.0014,89.7399,111.4563,179.0,179.0,0.0,0,179.0,0.1912,0.3622,0.023,8,5,1
4474.0,138.0,1,0,0.0,139.0,139.0,239.0,0.0,219.9892,0.0,101.115,82.3772,139.0,139.0,0.0,0,0.0,0.0687,0.2712,0.0172,2,2,1
6741.0,202.0,1,1,80.0,80.0,80.0,139.0,99.0454,61.4837,136.2424,88.459,87.0919,298.0,149.0,0.0,0,378.0,0.0369,0.4174,0.0943,4,1,1
9825.0,303.0,1,0,179.0,179.0,179.0,100.0,201.1523,138.6588,58.2151,137.3909,140.3932,179.0,179.0,0.0,0,0.0,0.128,0.1525,0.0351,2,2,0
3141.0,96.0,0,1,120.0,20.0,20.0,399.0,363.5691,1124.984,464.5912,101.6489,99.5314,20.0,20.0,658.0,0,259.0,1.1741,0.8831,0.0026,2,2,1
7453.0,227.0,0,1,99.0,199.0,199.0,99.0,100.5547,142.5219,86.8159,15.8114,17.0294,199.0,199.0,0.0,0,0.0,0.0867,0.1602,0.019,3,3,1
987.0,30.0,0,1,179.0,119.0,119.0,238.0,165.1091,368.8204,96.1301,69.0018,69.5432,119.0,119.0,735.0,0,0.0,0.1174,0.0989,0.0122,2,3,0
